8,1,214-0-1,255-255-255,7-42-137,0,255-255-255,0-0-0,1,255-255-255,7-42-137
232,4,200-16-46,1-1-1,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
222,3,0-0-0,111-38-61,235-226-198,0,235-226-198,0-0-0,1,111-38-61,235-226-198
234,16,12-35-64,166-25-46,255-255-255,0,255-255-255,0-0-0,1,255-255-255,166-25-46
235,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,198-146-20
236,2,200-16-46,255-255-255,200-16-46,0,255-255-255,0-0-0,0,255-255-255,0-0-0
227,29,63-97-165,255-255-255,63-97-165,0,255-255-255,0-0-0,0,255-255-255,0-0-0
237,1,9-31-44,9-31-44,9-31-44,0,255-255-255,0-0-0,1,203-51-59,255-255-255
238,1,0-0-0,1-1-1,0-0-0,1,255-199-44,255-255-255,1,255-199-44,255-255-255
244,4,0-0-0,144-113-103,200-16-46,1,255-255-255,200-16-46,1,255-255-255,200-16-46
245,19,166-25-46,1-33-105,255-255-255,0,255-255-255,0-0-0,1,255-255-255,1-33-105
255,14,21-71-52,158-101-46,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
250,11,4-30-66,207-69-32,255-255-255,0,255-255-255,0-0-0,1,207-69-32,255-255-255
251,9,200-16-46,0-98-113,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
246,10,186-12-47,4-30-66,255-255-255,0,255-255-255,0-0-0,1,255-255-255,4-30-66
247,5,0-0-0,255-255-255,255-103-32,1,255-103-32,255-255-255,1,255-103-32,255-255-255
239,5,200-16-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
256,7,200-16-46,255-255-255,0-0-0,0,255-255-255,0-0-0,1,255-255-255,0-0-0
240,5,0-122-51,0-0-0,0-0-0,0,255-255-255,0-0-0,1,255-255-255,197-183-131
252,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,210-39-48
248,24,134-38-51,0-0-0,235-226-198,0,235-226-198,0-0-0,1,235-226-198,0-0-0
241,16,0-20-137,239-51-64,255-255-255,0,255-255-255,0-0-0,1,239-51-64,255-255-255
242,16,255-199-44,1-33-105,255-255-255,1,255-255-255,1-33-105,1,1-33-105,255-255-255
257,11,37-37-64,188-189-188,0-132-61,0,255-255-255,0-0-0,1,255-255-255,0-132-61
258,1,166-25-46,255-255-255,0-30-98,1,255-255-255,0-30-98,1,255-255-255,0-30-98
249,16,0-32-91,4-106-56,255-255-255,0,255-255-255,0-0-0,1,255-255-255,4-106-56
259,1,4-30-66,4-30-66,4-30-66,0,255-255-255,0-0-0,0,255-255-255,0-0-0
253,1,166-25-46,166-25-46,166-25-46,0,255-255-255,0-0-0,1,255-255-255,0-0-0
254,5,0-32-91,1-1-1,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
243,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,105-179-231
